"case_id","message_id","message","creation_date","author","public"
345,"T84718754","With customers like Dropbox and LinkedIn, the @Crocodoc team @mateolargo @bennettrogers @peterjlai takes on GoogleDocs! http://t.co/wy7VtIMX","2012-07-06 08:46:04","customer","y"
346,"T84776795","@crocodoc trying to upload a document and keep getting error msg... invalid API. Help?","2012-07-06 13:44:20","customer","y"
351,"T85185976","interesting ""crowdcruiting"" concept launched by the company of my friend Ryan Damico (@crocodoc): https://t.co/jlyYT2Wr","2012-07-08 10:50:24","customer","y"
367,"T86684375","How @Crocodoc's HTML5 document viewer infiltrated @Dropbox, @Yammer, @LinkedIn, @SAP, @Edmodo & more http://t.co/GOLmdmUb","2012-07-12 16:26:54","customer","y"
368,"T86684389","How @Crocodoc's HTML5 document viewer infiltrated @Dropbox, @Yammer, @LinkedIn, @SAP, @Edmodo & more http://t.co/yYXjUZvn","2012-07-12 16:26:55","customer","y"
369,"T86706665","How @Crocodoc's HTML5 document viewer is powering @Dropbox, @Yammer, @LinkedIn, @SAP, @Edmodo, and more: http://t.co/FZpeFyBI","2012-07-12 17:23:18","customer","y"
370,"T86710241","Go @crocodoc! http://t.co/KijwjsB6","2012-07-12 17:32:33","customer","y"
371,"T86737280","RT @wroush: How @Crocodoc's HTML5 document viewer infiltrated @Dropbox, @Yammer, @LinkedIn, @SAP, @Edmodo & more http://t.co/LAejUwWu","2012-07-12 18:47:32","customer","y"
372,"T86759343","I'm a happy investor: @Crocodoc ’s HTML Document Viewer Infiltrates the Enterprise | Xconomy http://t.co/CxVIDkms","2012-07-12 19:53:21","customer","y"
373,"T86806917","Great article by @wroush from @xconomy about @crocodoc http://t.co/n5vrboKO","2012-07-12 22:22:32","customer","y"
374,"T86845545","A great article on @Crocodoc! ---> Crocodoc’s HTML Document Viewer Infiltrates the Enterprise | Xconomy http://t.co/NQ7nj4hg via @xconomy","2012-07-13 00:51:50","customer","y"
375,"T86861152","RT @joecaruso2020: article by @wroush from @Xconomy about @Crocodoc http://t.co/n5vrboKO  left out first $ invested came from Greater Boston","2012-07-13 02:15:14","customer","y"
379,"T87231003","I have a plan that can take down Google.@500Startups @Crocodoc","2012-07-14 08:18:38","customer","y"
380,"T87231004","I have a plan that can take down Google and Facebook@500Startups @Crocodoc","2012-07-14 08:18:39","customer","y"
381,"T87231006","Want to know how to bring down Facebook, Google & Twitter? There is nothing new under the sun. David defeated Goliath@500Startups @Crocodoc","2012-07-14 08:18:39","customer","y"
382,"T87231762","David beat Goliath with Goliaths sword. That's a small pinch as to how Google, Facebook and Twitter can be defeated@500Startups @Crocodoc","2012-07-14 08:27:55","customer","y"
383,"T87231763","Call me after 11:00 AM @ 715-579-5659. If you only want to talk brains don't call. If you want to wisdon call@500Startups @Crocodoc","2012-07-14 08:27:56","customer","y"
388,"T87919374","Did you ever wonder how you can view Word, PDF, PPT, ... documents directly on the Web? Join @Crocodoc to find out! https://t.co/dSiHK9Wf","2012-07-17 07:49:26","customer","y"
389,"T88046053","Join @Crocodoc online doc king ""@cankut_durgun: Ever wonder how you can view all documents directly on the Web? https://t.co/KFC5imeh""","2012-07-17 14:31:48","customer","y"
453,"T90852340","Y Combinator companies are a class of their own @elacarte @Crocodoc @zigfu : http://t.co/RaZ1KcQu","2012-07-25 20:46:39","customer","y"
476,"T91911918","@Crocodoc is there a way to check if a document does or does not contain annotations? A boolean or count would be very helpful :)","2012-07-29 07:55:43","customer","y"
476,"T92243393","@preflightcookie Unfortunately, there isn't a way to do this but we may consider adding a method in the future. Is this important for you?","2012-08-03 02:29:52","ajoy@crocodoc.com","y"
476,"T93603552","@Crocodoc awesome! Would love to be involved in the dev/testing (important feature for us) - can I connect with someone directly to dicuss?","2012-08-03 02:48:29","customer","y"
565,"T95719354","Headed out of the office for the last time! What a year. Excited to start at @Crocodoc on Monday!","2012-08-09 20:56:40","customer","y"
567,"T95726062","Just added full screen to our Crocodoc implementation with a bit of cheating ;) --> https://t.co/ZhDs7RLk @crocodoc","2012-08-09 21:15:30","customer","y"
568,"T95744365","@zoelle, once again CONGRATS!! I know that you're going to AMAZING things @crocodoc!!","2012-08-09 22:13:32","customer","y"
592,"T97026231","@Crocodoc , Hi guys, feels like last 2 days Crocodoc has some server issues, I am getting very often ""504 Gateway Time-out"" ..","2012-08-14 15:20:49","customer","y"
601,"T97462340","@Crocodoc Thank you guys !!!!","2012-08-15 17:34:07","customer","y"
656,"T99812977","@Crocodoc The api doc says a session expires in 60 minutes. Is it guaranteed that a view session url is valid in this 60 mintes ?","2012-08-23 09:42:24","customer","y"
656,"T99962893","@lin_shuai Yep! Are you having trouble with this? Feel free to drop us a line at support@crocodoc.com if you have any other questions!","2012-08-23 17:54:30","zoelle@crocodoc.com","y"
657,"T99817646","@Crocodoc Will the uuid returned from the upload api expire?","2012-08-23 10:08:32","customer","y"
657,"T99963557","@lin_shuai Nope! The UUID will not expire.","2012-08-23 17:55:16","zoelle@crocodoc.com","y"
662,"T100008991","@Crocodoc http://t.co/lgTMoe6I","2012-08-23 19:57:37","customer","y"
711,"T102336876","any preferences between @scribd and @crocodoc ? Cheers","2012-08-31 15:01:10","customer","y"
712,"T102340176","RT @EtienneDepaulis any preferences between @scribd and @crocodoc ? Cheers cc @guilhem @welovesaas","2012-08-31 15:10:31","customer","y"
723,"T103336403","Does this thing work? @crocodoc","2012-09-04 18:17:18","customer","y"
755,"T104414846","@Crocodoc http://t.co/rRYMH6XV","2012-09-07 19:09:26","customer","y"
758,"T104523371","Such a great time at the @appsumo drinkup with my @Crocodoc boys.","2012-09-08 03:09:08","customer","y"
812,"T107509909","@Crocodoc @js_consultant Do you support JSONP for any of your calls? E.g. checking the status of a document?","2012-09-18 14:51:10","customer","y"
813,"T107509919","@seanrucker @Crocodoc You can't because that would expose your API key which then others could hack and then use on their site.","2012-09-18 14:51:11","customer","y"
814,"T107513596","@js_consultant @Crocodoc Gotcha. Thanks Austin!","2012-09-18 15:00:52","customer","y"
843,"T108251403","@crocodoc How can we enable the full-screen mode on your player ?","2012-09-20 14:32:33","customer","y"
848,"T108386228","@Crocodoc Thank you very much, looks promising !","2012-09-20 20:26:27","customer","y"
849,"T108407151","Looking forward to enable full-screen mode on the @crocodoc player ? Here is the solution : https://t.co/NaoHs4AS !","2012-09-20 21:26:08","customer","y"
867,"T109282607","@newrelic Its looks like your addon on Heroku keeps crashing our @Crocodoc player :s Any idea/solution about the problem ? Cheers","2012-09-24 12:03:19","customer","y"
916,"T111733283","@instructure Canvas LMS now has @crocodoc integration to allow annotation of student submissions. Quick and painless grading for me!","2012-10-01 17:41:25","customer","y"
925,"T112293232","@adelinekoh @Jessifer @writerswriting @brackett_j @nathancphillips @briancroxall Yes. Have you looked at @Crocodoc? Useful for peer review.","2012-10-03 02:07:47","customer","y"
926,"T112294913","@adelinekoh @Jessifer @writerswriting @briancroxall The @crocodoc tool has some glitchiness, but keeps drafts intact (for portfolio ref.).","2012-10-03 02:17:06","customer","y"
927,"T112298209","@Crocodoc We've had glitchiness related to how text gets represented. Sometimes it appears folded or cut, as if a PDF got mangled ...+","2012-10-03 02:36:08","customer","y"
928,"T112298210","@Crocodoc +that said, the tools it gives my students (drawing, arrows, etc.) are very useful. Can formalize these ideas in an email.","2012-10-03 02:36:09","customer","y"
931,"T112371446","Really liking the look of @Crocodoc for embedded documents - especially the super simple REST API https://t.co/Hv72zRy9","2012-10-03 10:06:40","customer","y"
933,"T112382716","@allistelling @adelinekoh @Jessifer @writerswriting @nathancphillips @briancroxall @Crocodoc Great convo: left Twitter early last night :)","2012-10-03 11:03:41","customer","y"
935,"T112396509","Oooh, fancy! Grading papers for my course @SalemState using @crocodoc in Canvas SpeedGrader. Inline comments! Highlighting!","2012-10-03 12:10:23","customer","y"
945,"T113120466","@Crocodoc This will be really important to me ; )","2012-10-05 03:46:39","customer","y"
946,"T113120472","@Crocodoc Hey guys, any plans to add other languages to the viewer?","2012-10-05 03:46:40","customer","y"
955,"T113402137","i am! tho' in my head i call it rock-a-doc. RT @crocodoc: Glad to hear you're liking it! @instructure","2012-10-05 21:33:16","customer","y"
958,"T113463191","@Crocodoc I'm sorry, I mean real/human languages: Spanish, Portuguese, etc. Any plans?","2012-10-06 02:21:19","customer","y"
959,"T113655089","@Crocodoc Text on the buttons.","2012-10-07 02:53:48","customer","y"
974,"T114104357","Hey! @Crocodoc is on the front page of Hacker News: http://t.co/KiHqyvkM","2012-10-08 19:03:13","customer","y"
976,"T114155469","Check out this page flip.  It's basically like Tony Hawk's 900 but for the internet - http://t.co/yuaPAjXz by @crocodoc","2012-10-08 21:19:04","customer","y"
980,"T114251330","@Crocodoc's HTML5 + SVG awesome Flipboard-style page flip http://t.co/yCOgHOV6 (btw doesn't work in opera ;)) AWESOME check this out","2012-10-09 03:41:02","customer","y"
999,"T114923362","Impressed by @crocodoc HTML rendering of PDF and Word documents.","2012-10-10 19:08:35","customer","y"
1000,"T114923369","Impressed by @crocodoc HTML rendering of PDF and Word documents.","2012-10-10 19:08:36","customer","y"
1006,"T114983367","@Crocodoc figured out the the school version of Firefox is old on newer version of ff and safari and chrome it's working fine","2012-10-10 21:37:54","customer","y"
1028,"T116074429","@lobroo WOW! @crocodoc is SUPER! embed docs with ability to annotate and comment my ongoing notes at http://t.co/8IcUc0R3","2012-10-14 09:18:01","customer","y"
1029,"T116074431","@rolfek @crocodoc Now I will have to give it a go! Thanks for the heads up :-)","2012-10-14 09:18:02","customer","y"
1088,"T119182557","All aboard the #AWS fail train. http://t.co/GQms0oSy @crocodoc","2012-10-22 18:31:56","customer","y"
1104,"T119548687","After DropBox, LinkedIn, Yammer, and SAP, @Crocodoc inks deal with Producteev! http://t.co/1BBMMbVv","2012-10-23 15:41:49","customer","y"
1125,"T120889532","@Crocodoc Is there a way to specify a page number to open to when using the iframe viewer? e.g. https://t.co/OBg2escw<session>?page=2","2012-10-26 19:03:38","customer","y"
1152,"T122230371","Love this annotation tool: RT @Crocodoc: New: Annotation Sidebar, API Libraries, and more! - http://t.co/ZSW1d8rx (PS, we're hiring...)","2012-10-31 00:02:06","customer","y"
1157,"T122341908","@crocodoc Your new Ruby GEM works like a charm ! Less than 2 minutes needed ;) #API","2012-10-31 10:03:38","customer","y"
1161,"T122410075","Check out what we've been up to lately in English IV. http://t.co/DHONWu5K Special shout outs to @PaperPortNotes & @Crocodoc! :)","2012-10-31 14:10:05","customer","y"
1173,"T123021436","@Dr_Pendergrass I like @Crocodoc a bunch. It has some functionality that helps in peer review, better even than GDocs for me. #literacies","2012-11-01 23:12:36","customer","y"
1174,"T123021443","@Dr_Pendergrass The benefit of @Crocodoc is its ability to freeze drafts so that editors can write, highlight, draw all over it. #literacies","2012-11-01 23:12:36","customer","y"
1175,"T123021447","@Dr_Pendergrass When I open a public folder in @Crocodoc, I share the URL with students, and they all dump their texts into it. #literacies","2012-11-01 23:12:37","customer","y"
1176,"T123021451","@Dr_Pendergrass #literacies With GDocs there are sometimes log-in/ownership complications. @Crocodoc is, in some senses, more open.","2012-11-01 23:12:37","customer","y"
1177,"T123029143","@Dr_Pendergrass It's @Crocodoc for me at the moment, but the more imp. component is separating drafts electronically. #literacies","2012-11-01 23:38:49","customer","y"
1178,"T123029148","@allistelling I've used @crocodoc for reading strategies. I like that idea of peer editing.  #literacies","2012-11-01 23:38:49","customer","y"
1183,"T123596751","Proud to announce the latest PyCon 2013 Silver Level Sponsor: Crocodoc! http://t.co/OXvURdpP https://t.co/88wQOV1m @crocodoc","2012-11-03 14:34:13","customer","y"
1184,"T123596757","Proud to announce the latest PyCon 2013 Silver Level Sponsor: Crocodoc! http://t.co/oTVeZinz https://t.co/yWEm8qYs @crocodoc","2012-11-03 14:34:13","customer","y"
1185,"T123603806","“@jessenoller: Proud to announce the latest PyCon 2013 Silver Level Sponsor: Crocodoc! http://t.co/dRK6V4q7 https://t.co/KoBWWo5P @crocodoc”","2012-11-03 15:04:48","customer","y"
1215,"T124817127","@Crocodoc love the app! Begging for a production account...","2012-11-06 18:54:53","customer","y"
1266,"T126876436","@Crocodoc Hi Crocodoc. Just wanted to know if links are clickable when we upload a presentation in .pdf ? Thanks.","2012-11-12 15:33:55","customer","y"
1266,"T128836987","@ThomasLPB Hi! Unfortunately, right now we don't support interactive fields like clickable links.","2012-11-17 00:13:57","zoelle@crocodoc.com","y"
1296,"T128899229","@crocodoc hi, is your API down?","2012-11-17 07:58:36","customer","y"
1299,"T129012751","@brackett_j @adelinekoh @TanyaSasser @Jessifer I would also recommend @crocodoc as a useful draft/review tool.","2012-11-17 20:31:27","customer","y"
1300,"T129012753","@allistelling @adelinekoh @TanyaSasser @Jessifer @Crocodoc Yes, another one I want to try; did lots w/ Google Docs last week...baby steps :)","2012-11-17 20:31:28","customer","y"
1367,"T133681211","Time for a short break at #warmgun! Big thanks to our buddies @Crocodoc for sponsoring it :). See everyone again in a few minutes.","2012-11-30 18:48:00","customer","y"
1368,"T133743123","Taking a short break at #warmgun to enjoy our lunch. Check out our sponsors @dotco, @sonicnet, @rackspace, @crocodoc and more while you eat!","2012-11-30 21:20:47","customer","y"
1377,"T134546513","Is anyone else having issues with @crocodoc not annotating in @edmodo ? I've logged a call but no response yet... #pln #edmodo","2012-12-03 18:34:54","customer","y"
1377,"T138774907","@familysimpson Did this ever get resolved for you? If you drop us a line at support@crocodoc.com, we'll do everything we can to help.","2012-12-13 19:44:56","zoelle@crocodoc.com","y"
1377,"T138815189","@Crocodoc yes, thank you!","2012-12-13 21:03:04","customer","y"
1383,"T134961141","@Crocodoc Bug report: in #Crocodoc Personal, the strikethrough appears in the top corner of the page, not on the word selected.","2012-12-04 16:19:19","customer","y"
1383,"T138773059","@kostadimer Thanks for letting us know! Do you have a link to a doc where that's happened that you could share?","2012-12-13 19:41:16","zoelle@crocodoc.com","y"
1468,"T140201050","@Crocodoc Is crocodoc down? We're seeing 400 Bad Request errors when our customers are uploading documents.","2012-12-17 20:06:57","customer","y"
1468,"T140232977","@dkaminsky We had some downtime there, but everything should be working OK now. Let me know if you're still seeing those 400s.","2012-12-17 21:11:26","zoelle@crocodoc.com","y"
1468,"T140234697","@Crocodoc The 400s stopped maybe 30 minutes ago? We just saw a 503 Server Unavailable a minute ago though. You sure everything's back up?","2012-12-17 21:13:30","customer","y"
1468,"T140262003","@dkaminsky Looks like I spoke too soon- there was another brief hiccup right after I sent that tweet. But everything should be up and runnin","2012-12-17 22:10:42","zoelle@crocodoc.com","y"
1498,"T141666016","@Crocodoc http://t.co/u3QFlwOF","2012-12-20 23:01:54","customer","y"
1560,"T148193330","#Jalios JCMS : éditez et révisez de façon collaborative avec @Crocodoc | http://t.co/g1XUNaQb","2013-01-08 11:04:49","customer","y"
1560,"T148340738","RT@Jalios  #Jalios JCMS : éditez et révisez de façon collaborative avec @Crocodoc | http://t.co/g1XUNaQb","2013-01-08 17:10:56","zoelle@crocodoc.com","y"
1581,"T149458193","@Crocodoc We're seeing documents not loading and conversion of a document not work once and then work on second try. What's the deal?","2013-01-10 19:06:11","customer","y"
1581,"T149478838","@dkaminsky When did this start? Is this for all docs, or just a select few?","2013-01-10 19:49:47","zoelle@crocodoc.com","y"
1581,"T149482190","@Crocodoc Looks like the documents loading issue was on our end. The document conversion issue was with one document in particular.","2013-01-10 19:53:21","customer","y"
1581,"T149482211","@Crocodoc It didn't work. We tried again and then it worked.","2013-01-10 19:53:22","customer","y"
1581,"T149501158","@dkaminsky What was the error code when that doc failed to convert the first time? Were you submitting multiple documents simultaneously?","2013-01-10 20:32:20","zoelle@crocodoc.com","y"
1581,"T149530035","@Crocodoc Just asked the person who encountered the error. He had 3 going. Our max for our test account is 2. That's the issue. Thanks!","2013-01-10 21:25:51","customer","y"
